"","uhash","nr","task_id","learner_id","resampling_id","iteration","errors","brier_improper","brier_improper_erv","brier_proper","brier_proper_erv","caliba_diff","caliba_ratio","dcalib","harrell_c","intlogloss","intlogloss_erv","logloss","rcll","uno_c","tuned","learner_group"
"3579","f989ece6-0842-4d45-8f65-80a6c52b70c7",186,"e1684","Pen","cv",1,"",0.226405399217754,6.12701584273845e-05,0.1332995137118,-0.00386816120376632,0.0109122363943568,1.01091223639436,7.4969328013322,0.5,0.413813504770456,-0.00282192506521151,25.7520723018233,18.1146380660585,0.5,"harrell_c","Classical"
"3580","f989ece6-0842-4d45-8f65-80a6c52b70c7",186,"e1684","Pen","cv",2,"",0.196476573676751,-0.0640398785140766,0.0922648824826902,0.00819053695521177,0.126200668269428,0.873799331730572,8.02483004355944,0.462184876203537,0.304408822388577,0.0228795649268643,22.5347921488781,15.8322180381432,0.46199044585228,"harrell_c","Classical"
"3581","f989ece6-0842-4d45-8f65-80a6c52b70c7",186,"e1684","Pen","cv",3,"",0.215488661564747,0.0130506213279246,0.0977735793200095,-0.00688078553136995,0.0243527422975927,0.975647257702407,15.0604073490331,0.582813560962677,0.322068642554407,-0.00351843338100455,28.5327495035248,19.8872598769385,0.571338713169098,"harrell_c","Classical"
"3582","f989ece6-0842-4d45-8f65-80a6c52b70c7",186,"e1684","Pen","cv",4,"",0.216339898015591,0.0499689878642832,0.099423722383718,0.0235246352730781,0.0309231936578283,1.03092319365783,4.96414597198232,0.589247286319733,0.32673316013222,0.0211330514299867,28.4886535425787,20.1889735386699,0.59112673997879,"harrell_c","Classical"
"3583","f989ece6-0842-4d45-8f65-80a6c52b70c7",186,"e1684","Pen","cv",5,"",0.204513030788934,0.0209514878699985,0.100824052623177,0.00826814614542248,0.033095318425931,1.03309531842593,14.7905146450375,0.580389320850372,0.331391530932282,0.0101096321332425,26.2834086515708,18.6561137191938,0.58380788564682,"harrell_c","Classical"
"3584","9563fdc1-068d-4af1-8322-82864c1e35fa",187,"e1684","AFT","cv",1,"",0.221825501929053,0.0202887766290839,0.142754583802167,-0.0750735509412743,0.0321654276375991,1.0321654276376,5.29555535872089,0.55623722076416,0.432350788890782,-0.0477445646908516,4.59265742097184,3.57943408453029,0.59386557340622,"harrell_c","Classical"
"3585","9563fdc1-068d-4af1-8322-82864c1e35fa",187,"e1684","AFT","cv",2,"",0.205058591055389,-0.110516710627378,0.0998324294891696,-0.0731574746728385,0.147601333770656,0.852398666229344,80.2018369753446,0.462184876203537,0.309062458004529,0.007941882036958,4.69613192576752,3.80065271801687,0.46199044585228,"harrell_c","Classical"
"3586","9563fdc1-068d-4af1-8322-82864c1e35fa",187,"e1684","AFT","cv",3,"",0.212733461698216,0.0256695813077435,0.0887269228543973,0.0862824660533448,0.0793603135026464,0.920639686497354,9.29505523260288,0.593901574611664,0.297619239922031,0.0726623026016957,4.67642970832758,3.64347539952849,0.580257058143616,"harrell_c","Classical"
"3587","9563fdc1-068d-4af1-8322-82864c1e35fa",187,"e1684","AFT","cv",4,"",0.237157008944003,-0.0414468866298181,0.109604271222002,-0.0764621174016682,0.0121401703542883,1.01214017035429,41.9981491352073,0.589247286319733,0.339980486437801,-0.0185549002679906,4.97051825561127,3.95515995216521,0.591146171092987,"harrell_c","Classical"
"3588","9563fdc1-068d-4af1-8322-82864c1e35fa",187,"e1684","AFT","cv",5,"",0.217710894951694,-0.0422295682318969,0.108968747853202,-0.0718452145993747,0.0132936610401019,0.986706338959898,51.3035859479439,0.579668343067169,0.336709429003774,-0.00577531237169948,4.93204805995665,3.94247079706914,0.582918703556061,"harrell_c","Classical"
"3589","85c00798-e693-4638-a099-0a37f5111ada",188,"e1684","Flex","cv",1,"",0.216778113000099,0.0425809997477588,0.147580685192783,-0.111418541210743,0.0721662005798414,1.07216620057984,4.37023714301429,0.554192245006561,0.444415434814893,-0.0769816275497788,25.7325091476963,18.0674433720791,0.591926276683807,"harrell_c","Classical"
"3590","85c00798-e693-4638-a099-0a37f5111ada",188,"e1684","Flex","cv",2,"",0.198334348415478,-0.074100856117205,0.0940081227177751,-0.0105485771583513,0.129343220407931,0.870656779592069,6.11250244071705,0.454481780529022,0.307629047678565,0.0125429790431281,22.5470927679196,15.844078364565,0.454301297664642,"harrell_c","Classical"
"3591","85c00798-e693-4638-a099-0a37f5111ada",188,"e1684","Flex","cv",3,"",0.211629420341749,0.0307261486597384,0.0982566299488731,-0.0118552827321903,0.00885425591894906,0.991145744081051,14.6444399712144,0.600138604640961,0.321572493018018,-0.00197250453325726,28.5451744545449,19.8926325632833,0.585360586643219,"harrell_c","Classical"
"3592","85c00798-e693-4638-a099-0a37f5111ada",188,"e1684","Flex","cv",4,"",0.215954615384573,0.0516609108579706,0.100028042695165,0.0175893928341063,0.0417734874039319,1.04177348740393,9.63713253275904,0.597849488258362,0.327730300239723,0.0181456977927473,28.491824893012,20.1886477431013,0.599429547786713,"harrell_c","Classical"
"3593","85c00798-e693-4638-a099-0a37f5111ada",188,"e1684","Flex","cv",5,"",0.205004194917443,0.018600177993195,0.102021008200995,-0.00350542318933633,0.0345976644716781,1.03459766447168,12.9190663926774,0.580389320850372,0.333157842120369,0.00483353341453407,26.3021755832069,18.6673947542753,0.583895206451416,"harrell_c","Classical"
"3594","c1fb3196-8c52-4287-9bad-3d86714ba9ed",189,"e1684","RFSRC","cv",1,"",0.219786525412823,0.0292940900838861,0.142661388330157,-0.0743717031661821,0.0481440129636062,1.04814401296361,8.37674388077694,0.573278784751892,0.435106098434202,-0.0544216904700503,25.5629603008617,17.9628484531072,0.609599769115448,"harrell_c","Trees"
"3595","c1fb3196-8c52-4287-9bad-3d86714ba9ed",189,"e1684","RFSRC","cv",2,"",0.189878119768511,-0.0283052463209499,0.0876085681194653,0.0582439974278268,0.107240707676512,0.892759292323488,7.21595069150547,0.480042010545731,0.29560716160849,0.0511319741156736,22.4183814019257,15.7460435769793,0.479413360357285,"harrell_c","Trees"
"3596","c1fb3196-8c52-4287-9bad-3d86714ba9ed",189,"e1684","RFSRC","cv",3,"",0.227522845469791,-0.0420665725033638,0.101270949012893,-0.0428970014473133,0.0734032609987941,0.926596739001206,11.8821779330458,0.583160102367401,0.323639747995778,-0.00841376643391034,29.3389454629242,20.4642847784506,0.547199189662933,"harrell_c","Trees"
"3597","c1fb3196-8c52-4287-9bad-3d86714ba9ed",189,"e1684","RFSRC","cv",4,"",0.218902506864274,0.0387155949369795,0.0976497079552887,0.0409478552501548,0.00267227178495588,1.00267227178496,4.47044000070163,0.617204308509827,0.318495278692815,0.0458130987934326,30.0130793424456,21.2459226045115,0.617639124393463,"harrell_c","Trees"
"3598","c1fb3196-8c52-4287-9bad-3d86714ba9ed",189,"e1684","RFSRC","cv",5,"",0.207091269303174,0.00860889741722548,0.0980960885529723,0.0351011169912213,0.00687636821962712,1.00687636821963,9.98853175203964,0.513338148593903,0.325559507640909,0.0275303056944036,26.2820233116422,18.6721374900162,0.510015487670898,"harrell_c","Trees"
"3599","d1be8110-9b63-497c-bc4b-802c0d9a8b97",190,"e1684","RAN","cv",1,"",0.222133479531036,0.0189285673177743,0.135495442336479,-0.0204055270891146,0.00981146393804777,1.00981146393805,6.07426246644909,0.564076364040375,0.418822107835285,-0.0149596076431284,25.6195363082286,18.0175346958555,0.601149141788483,"harrell_c","Trees"
